chrm	start	end	target_id	Gene	isoform	value	strand	Synonym	Product	PID
ZM4	518815	520554	ZMO1_ZMO0516,ZMO1_ZMO2003;1	ZMO1_ZMO2003	1	.	+	ZMO1_ZMO2003	ribosomal protein S10	AVZ41819.1
ZM4	520492	520527	ZM4_predicted_RNA_+;3	ZM4_predicted_RNA_+	3	.	+	NA	NA	NA
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0517	1	.	+	rplC	ribosomal protein L3	AVZ41820.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0518	1	.	+	rplD	ribosomal protein L4	AVZ41821.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0519	1	.	+	rplW	ribosomal protein L23	AVZ41822.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0520	1	.	+	rplB	ribosomal protein L2	AVZ41823.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO2004	1	.	+	ZMO1_ZMO2004	ribosomal protein S19	AVZ41824.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0521	1	.	+	rplV	ribosomal protein L22	AVZ41825.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0522	1	.	+	rpsC	ribosomal protein S3	AVZ41826.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0523	1	.	+	rplP	ribosomal protein L16	AVZ41827.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0524	1	.	+	rpmC	ribosomal protein L29	AVZ41828.1
ZM4	520528	525658	ZMO1_ZMO0517,ZMO1_ZMO0518,ZMO1_ZMO0519,ZMO1_ZMO0520,ZMO1_ZMO2004,ZMO1_ZMO0521,ZMO1_ZMO0522,ZMO1_ZMO0523,ZMO1_ZMO0524,ZMO1_ZMO0525;1	ZMO1_ZMO0525	1	.	+	rpsQ	ribosomal protein S17	AVZ41829.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0526	1	.	+	rplN	ribosomal protein L14	AVZ41830.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0527	1	.	+	rplX	ribosomal protein L24	AVZ41831.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0528	1	.	+	rplE	ribosomal protein L5	AVZ41832.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0529	1	.	+	rpsN	ribosomal protein S14	AVZ41833.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0530	1	.	+	rpsH	ribosomal protein S8	AVZ41834.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0531	1	.	+	rplF	ribosomal protein L6 signature 1	AVZ41835.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0532	1	.	+	rplR	ribosomal protein L18	AVZ41836.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0533	1	.	+	rpsE	ribosomal protein S5	AVZ41837.1
ZM4	525602	529612	ZMO1_ZMO0526,ZMO1_ZMO0527,ZMO1_ZMO0528,ZMO1_ZMO0529,ZMO1_ZMO0530,ZMO1_ZMO0531,ZMO1_ZMO0532,ZMO1_ZMO0533,ZMO1_ZMO0534;1	ZMO1_ZMO0534	1	.	+	rpmD	ribosomal protein L30	AVZ41838.1
ZM4	529613	530104	ZMO1_ZMO0536;1	ZMO1_ZMO0536	1	.	+	rplO	ribosomal protein L15	AVZ41839.1
ZM4	530105	532511	ZMO1_ZMO0537,ZMO1_ZMO0538;1	ZMO1_ZMO0537	1	.	+	secY	preprotein translocase SecY subunit	AVZ41840.1
ZM4	530105	532511	ZMO1_ZMO0537,ZMO1_ZMO0538;1	ZMO1_ZMO0538	1	.	+	adk	adenylate kinase	AVZ41841.1
ZM4	532632	533221	ZMO1_ZMO0539;1	ZMO1_ZMO0539	1	.	+	rpsM	ribosomal protein S13	AVZ41842.1
ZM4	532634	534912	ZMO1_ZMO0539,ZMO1_ZMO0540,ZMO1_ZMO0541;1	ZMO1_ZMO0539	1	.	+	rpsM	ribosomal protein S13	AVZ41842.1
ZM4	532634	534912	ZMO1_ZMO0539,ZMO1_ZMO0540,ZMO1_ZMO0541;1	ZMO1_ZMO0540	1	.	+	rpsK	ribosomal protein S11	AVZ41843.1
ZM4	532634	534912	ZMO1_ZMO0539,ZMO1_ZMO0540,ZMO1_ZMO0541;1	ZMO1_ZMO0541	1	.	+	rpoA	DNA-directed RNA polymerase alpha subunit	AVZ41844.1
ZM4	533226	534912	ZMO1_ZMO0540,ZMO1_ZMO0541;1	ZMO1_ZMO0540	1	.	+	rpsK	ribosomal protein S11	AVZ41843.1
ZM4	533226	534912	ZMO1_ZMO0540,ZMO1_ZMO0541;1	ZMO1_ZMO0541	1	.	+	rpoA	DNA-directed RNA polymerase alpha subunit	AVZ41844.1
ZM4	534913	535371	ZMO1_ZMO0542;1	ZMO1_ZMO0542	1	.	+	rplQ	ribosomal protein L17	AVZ41845.1
ZM4	535480	535570	ZMO1_ZMOt009;1	ZMO1_ZMOt009	1	.	+	ZMO1_ZMOt009	tRNA-Ser	-
ZM4	536076	539715	ZMO1_ZMO0543,ZMO1_ZMO0544;1	ZMO1_ZMO0543	1	.	+	acnA	aconitate hydratase	AVZ41846.1
ZM4	536076	539715	ZMO1_ZMO0543,ZMO1_ZMO0544;1	ZMO1_ZMO0544	1	.	+	citC	isocitrate dehydrogenase NADP-dependent	AVZ41847.1
ZM4	539733	540660	ZMO1_ZMO0545;1	ZMO1_ZMO0545	1	.	-	trpC	bifunctional N-(5-phosphoribosyl)anthranilate isomerase/indole-3-glycerolphosphate synthase	AVZ41848.1
ZM4	540662	540986	ZMO1_ZMO2049;1	ZMO1_ZMO2049	1	.	-	ZMO1_ZMO2049	hypothetical protein	QIZ64063.1
ZM4	540870	542481	ZMO1_ZMO0546;1	ZMO1_ZMO0546	1	.	+	sulP	sulfate transporter	AVZ41849.1
ZM4	542361	544439	ZMO1_ZMO0547;2	ZMO1_ZMO0547	2	.	-	ZMO1_ZMO0547	voltage-gated chloride channel protein	AVZ41850.1
ZM4	542362	544605	ZMO1_ZMO0547;1	ZMO1_ZMO0547	1	.	-	ZMO1_ZMO0547	voltage-gated chloride channel protein	AVZ41850.1
ZM4	544440	545732	ZMO1_ZMO0548;2	ZMO1_ZMO0548	2	.	-	ZMO1_ZMO0548	signal transduction histidine kinase	AVZ41851.1
ZM4	544606	545771	ZMO1_ZMO0548;1	ZMO1_ZMO0548	1	.	-	ZMO1_ZMO0548	signal transduction histidine kinase	AVZ41851.1
ZM4	545772	548131	ZMO1_ZMO0549;1	ZMO1_ZMO0549	1	.	-	pnp	polyribonucleotide nucleotidyltransferase	AVZ41852.1
ZM4	548132	550366	ZMO1_ZMO0550,ZMO1_ZMO0551,ZMO1_ZMO0552,ZMO1_ZMO0553;1	ZMO1_ZMO0550	1	.	-	rpsO	ribosomal protein S15	AVZ41853.1
ZM4	548132	550366	ZMO1_ZMO0550,ZMO1_ZMO0551,ZMO1_ZMO0552,ZMO1_ZMO0553;1	ZMO1_ZMO0551	1	.	-	truB	tRNA pseudouridine synthase B TruB	AVZ41854.1
ZM4	548132	550366	ZMO1_ZMO0550,ZMO1_ZMO0551,ZMO1_ZMO0552,ZMO1_ZMO0553;1	ZMO1_ZMO0552	1	.	-	tdk	thymidine kinase	AVZ41855.1
ZM4	548132	550366	ZMO1_ZMO0550,ZMO1_ZMO0551,ZMO1_ZMO0552,ZMO1_ZMO0553;1	ZMO1_ZMO0553	1	.	-	rbfA	ribosome-binding factor A	AVZ41856.1
ZM4	550470	556618	ZMO1_ZMO0554,ZMO1_ZMO0555,ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0554	1	.	-	infB	translation initiation factor IF-2	AVZ41857.1
ZM4	550470	556618	ZMO1_ZMO0554,ZMO1_ZMO0555,ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0555	1	.	-	ZMO1_ZMO0555	DUF448 domain-containing protein	AVZ41858.1
ZM4	550470	556618	ZMO1_ZMO0554,ZMO1_ZMO0555,ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0556	1	.	-	nusA	transcription termination protein NusA	AVZ41859.1
ZM4	550470	556618	ZMO1_ZMO0554,ZMO1_ZMO0555,ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0557	1	.	-	ZMO1_ZMO0557	DUF150/RimP N-terminal domain-containing protein	AVZ41860.1
ZM4	550471	554211	ZMO1_ZMO0554,ZMO1_ZMO0555;1	ZMO1_ZMO0554	1	.	-	infB	translation initiation factor IF-2	AVZ41857.1
ZM4	550471	554211	ZMO1_ZMO0554,ZMO1_ZMO0555;1	ZMO1_ZMO0555	1	.	-	ZMO1_ZMO0555	DUF448 domain-containing protein	AVZ41858.1
ZM4	554212	556618	ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0556	1	.	-	nusA	transcription termination protein NusA	AVZ41859.1
ZM4	554212	556618	ZMO1_ZMO0556,ZMO1_ZMO0557;1	ZMO1_ZMO0557	1	.	-	ZMO1_ZMO0557	DUF150/RimP N-terminal domain-containing protein	AVZ41860.1
ZM4	556693	559126	ZMO1_ZMO0558,ZMO1_ZMO0559;1	ZMO1_ZMO0558	1	.	+	ZMO1_ZMO0558	glucose sorbosone dehydrogenase	AVZ41861.1
ZM4	556693	559126	ZMO1_ZMO0558,ZMO1_ZMO0559;1	ZMO1_ZMO0559	1	.	+	ZMO1_ZMO0559	AAA domain-containing protein	AVZ41862.1
ZM4	559087	560401	ZMO1_ZMO0560;2	ZMO1_ZMO0560	2	.	+	hisC3	histidinol-phosphate aminotransferase HisC	AVZ41863.1
ZM4	559253	560401	ZMO1_ZMO0560;1	ZMO1_ZMO0560	1	.	+	hisC3	histidinol-phosphate aminotransferase HisC	AVZ41863.1
ZM4	560531	562953	ZMO1_ZMO0561;1	ZMO1_ZMO0561	1	.	-	ZMO1_ZMO0561	TonB-dependent receptor plug domain	AVZ41864.1
ZM4	563117	564347	ZMO1_ZMO0562;1	ZMO1_ZMO0562	1	.	+	hisC4	histidinol-phosphate aminotransferase HisC	AVZ41865.1
ZM4	564391	564748	ZMO1_ZMO0563;1	ZMO1_ZMO0563	1	.	-	ZMO1_ZMO0563	chorismate mutase	AVZ41866.1
ZM4	564431	565893	ZMO1_ZMO0564;1	ZMO1_ZMO0564	1	.	+	idsA	farnesyl diphosphate synthetase	AVZ41867.1
ZM4	565894	568494	ZMO1_ZMO0565;1	ZMO1_ZMO0565	1	.	+	hrpB	ATP-dependent helicase HrpB	AVZ41868.1
ZM4	568600	569893	ZMO1_ZMO0566;1	ZMO1_ZMO0566	1	.	-	ZMO1_ZMO0566	major facilitator superfamily transporter	AVZ41869.1
ZM4	570030	571888	ZMO1_ZMO0567,ZMO1_ZMO0568,ZMO1_ZMO0569;1	ZMO1_ZMO0567	1	.	-	sucD	succinyl-CoA synthetase alpha subunit	AVZ41870.1
ZM4	570030	571888	ZMO1_ZMO0567,ZMO1_ZMO0568,ZMO1_ZMO0569;1	ZMO1_ZMO0568	1	.	-	sdhD	succinate dehydrogenase (SQR) hydrophobic subunit	AVZ41871.1
ZM4	570030	571888	ZMO1_ZMO0567,ZMO1_ZMO0568,ZMO1_ZMO0569;1	ZMO1_ZMO0569	1	.	-	sdhC	succinate dehydrogenase (SQR) cytochrome b subunit	AVZ41872.1
ZM4	570031	570978	ZMO1_ZMO0567;1	ZMO1_ZMO0567	1	.	-	sucD	succinyl-CoA synthetase alpha subunit	AVZ41870.1
ZM4	570986	571888	ZMO1_ZMO0568,ZMO1_ZMO0569;1	ZMO1_ZMO0568	1	.	-	sdhD	succinate dehydrogenase (SQR) hydrophobic subunit	AVZ41871.1
ZM4	570986	571888	ZMO1_ZMO0568,ZMO1_ZMO0569;1	ZMO1_ZMO0569	1	.	-	sdhC	succinate dehydrogenase (SQR) cytochrome b subunit	AVZ41872.1
ZM4	571586	573100	ZMO1_ZMO0570;1	ZMO1_ZMO0570	1	.	+	prmA	ribosomal L11 methyltransferase	AVZ41873.1
ZM4	573101	573187	ZMO1_ZMOt010;1	ZMO1_ZMOt010	1	.	+	ZMO1_ZMOt010	tRNA-Leu	-
ZM4	573496	576986	ZMO1_ZMO0571,ZMO1_ZMO0572;1	ZMO1_ZMO0571	1	.	+	ZMO1_ZMO0571	MetI-like ABC transporter transmembrane protein	AVZ41874.1
ZM4	573496	576986	ZMO1_ZMO0571,ZMO1_ZMO0572;1	ZMO1_ZMO0572	1	.	+	ZMO1_ZMO0572	ABC transporter ATPase component	AVZ41875.1
ZM4	576987	577935	ZMO1_ZMO0573;1	ZMO1_ZMO0573	1	.	+	grxB2	glutaredoxin 2 GrxB family	AVZ41876.1
ZM4	577704	582449	ZMO1_ZMO0574,ZMO1_ZMO0575,ZMO1_ZMO0576;1	ZMO1_ZMO0574	1	.	-	ZMO1_ZMO0574	UvrD/REP helicase	AVZ41877.1
ZM4	577704	582449	ZMO1_ZMO0574,ZMO1_ZMO0575,ZMO1_ZMO0576;1	ZMO1_ZMO0575	1	.	-	rsmD	RsmD family protein	AVZ41878.1
ZM4	577704	582449	ZMO1_ZMO0574,ZMO1_ZMO0575,ZMO1_ZMO0576;1	ZMO1_ZMO0576	1	.	-	ZMO1_ZMO0576	pseudouridine synthase	AVZ41879.1
ZM4	577709	580147	ZMO1_ZMO0574;1	ZMO1_ZMO0574	1	.	-	ZMO1_ZMO0574	UvrD/REP helicase	AVZ41877.1
ZM4	580148	582449	ZMO1_ZMO0575,ZMO1_ZMO0576;1	ZMO1_ZMO0575	1	.	-	rsmD	RsmD family protein	AVZ41878.1
ZM4	580148	582449	ZMO1_ZMO0575,ZMO1_ZMO0576;1	ZMO1_ZMO0576	1	.	-	ZMO1_ZMO0576	pseudouridine synthase	AVZ41879.1
ZM4	582450	584152	ZMO1_ZMO0578;1	ZMO1_ZMO0578	1	.	-	ZMO1_ZMO0578	sodium:dicarboxylate symporter	AVZ41880.1
ZM4	584067	585572	ZMO1_ZMO0581;1	ZMO1_ZMO0581	1	.	+	ZMO1_ZMO0581	major facilitator superfamily transporter	AVZ41881.1
ZM4	585223	590324	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;2	ZMO1_ZMO0582	2	.	-	folC	bifunctional folylpolyglutamate synthase/dihydrofolate synthase FolC	AVZ41882.1
ZM4	585223	590324	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;2	ZMO1_ZMO0583	2	.	-	accD	acetyl-CoA carboxylase beta subunit	AVZ41883.1
ZM4	585223	590324	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;2	ZMO1_ZMO0584	2	.	-	trpA	tryptophan synthase alpha subunit	AVZ41884.1
ZM4	585223	590324	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;2	ZMO1_ZMO0585	2	.	-	trpB	tryptophan synthase beta subunit	AVZ41885.1
ZM4	585223	590324	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;2	ZMO1_ZMO0586	2	.	-	trpF	phosphoribosylanthranilate isomerase	AVZ41886.1
ZM4	585326	590431	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;1	ZMO1_ZMO0582	1	.	-	folC	bifunctional folylpolyglutamate synthase/dihydrofolate synthase FolC	AVZ41882.1
ZM4	585326	590431	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;1	ZMO1_ZMO0583	1	.	-	accD	acetyl-CoA carboxylase beta subunit	AVZ41883.1
ZM4	585326	590431	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;1	ZMO1_ZMO0584	1	.	-	trpA	tryptophan synthase alpha subunit	AVZ41884.1
ZM4	585326	590431	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;1	ZMO1_ZMO0585	1	.	-	trpB	tryptophan synthase beta subunit	AVZ41885.1
ZM4	585326	590431	ZMO1_ZMO0582,ZMO1_ZMO0583,ZMO1_ZMO0584,ZMO1_ZMO0585,ZMO1_ZMO0586;1	ZMO1_ZMO0586	1	.	-	trpF	phosphoribosylanthranilate isomerase	AVZ41886.1
ZM4	590346	591516	ZMO1_ZMO0587,ZMO1_ZMO0588;1	ZMO1_ZMO0587	1	.	-	pyrF	orotidine 5'-phosphate decarboxylase	AVZ41887.1
ZM4	590346	591516	ZMO1_ZMO0587,ZMO1_ZMO0588;1	ZMO1_ZMO0588	1	.	-	ZMO1_ZMO0588	uncharacterized protein	AVZ41888.1
ZM4	591560	593859	ZMO1_ZMO0589,ZMO1_ZMO0590;1	ZMO1_ZMO0589	1	.	+	radA	DNA repair protein RadA	AVZ41889.1
ZM4	591560	593859	ZMO1_ZMO0589,ZMO1_ZMO0590;1	ZMO1_ZMO0590	1	.	+	ZMO1_ZMO0590	uncharacterized protein	AVZ41890.1
ZM4	591560	593751	ZMO1_ZMO0589,ZMO1_ZMO0590;2	ZMO1_ZMO0589	2	.	+	radA	DNA repair protein RadA	AVZ41889.1
ZM4	591560	593751	ZMO1_ZMO0589,ZMO1_ZMO0590;2	ZMO1_ZMO0590	2	.	+	ZMO1_ZMO0590	uncharacterized protein	AVZ41890.1
ZM4	593867	594720	ZMO1_ZMO0591,ZMO1_ZMO0592;1	ZMO1_ZMO0591	1	.	+	ZMO1_ZMO0591	NifU-like protein	AVZ41891.1
ZM4	593867	594720	ZMO1_ZMO0591,ZMO1_ZMO0592;1	ZMO1_ZMO0592	1	.	+	ZMO1_ZMO0592	DUF423 domain-containing protein	AVZ41892.1
ZM4	594736	596803	ZMO1_ZMO0593,ZMO1_ZMO0594;1	ZMO1_ZMO0593	1	.	-	aroB	3-dehydroquinate synthase	AVZ41893.1
ZM4	594736	596803	ZMO1_ZMO0593,ZMO1_ZMO0594;1	ZMO1_ZMO0594	1	.	-	aroK	shikimate kinase	AVZ41894.1
ZM4	596351	596747	ZMO1_ZMO0595;1	ZMO1_ZMO0595	1	.	+	ZMO1_ZMO0595	hypothetical protein	AVZ41895.1
ZM4	596748	600355	ZMO1_ZMO0597,ZMO1_ZMO0598,ZMO1_ZMO0599;1	ZMO1_ZMO0597	1	.	+	ZMO1_ZMO0597	uncharacterized protein	AVZ41896.1
ZM4	596748	600355	ZMO1_ZMO0597,ZMO1_ZMO0598,ZMO1_ZMO0599;1	ZMO1_ZMO0598	1	.	+	xerD	tyrosine recombinase XerD	AVZ41897.1
ZM4	596748	600355	ZMO1_ZMO0597,ZMO1_ZMO0598,ZMO1_ZMO0599;1	ZMO1_ZMO0599	1	.	+	accA	acetyl-CoA carboxyltransferase alpha subunit	AVZ41898.1
ZM4	596748	598444	ZMO1_ZMO0597;1	ZMO1_ZMO0597	1	.	+	ZMO1_ZMO0597	uncharacterized protein	AVZ41896.1
ZM4	598445	600358	ZMO1_ZMO0598,ZMO1_ZMO0599;1	ZMO1_ZMO0598	1	.	+	xerD	tyrosine recombinase XerD	AVZ41897.1
ZM4	598445	600358	ZMO1_ZMO0598,ZMO1_ZMO0599;1	ZMO1_ZMO0599	1	.	+	accA	acetyl-CoA carboxyltransferase alpha subunit	AVZ41898.1
ZM4	600570	603016	ZMO1_ZMO0601;1	ZMO1_ZMO0601	1	.	+	ZMO1_ZMO0601	putative signal transduction histidine kinase	AVZ41899.1
ZM4	603748	606167	ZMO1_ZMO0602,ZMO1_ZMO0603;1	ZMO1_ZMO0602	1	.	-	motB1	flagellar motor protein MotB	AVZ41900.1
ZM4	603748	606167	ZMO1_ZMO0602,ZMO1_ZMO0603;1	ZMO1_ZMO0603	1	.	-	motA1	flagellar motor protein MotA	AVZ41901.1
ZM4	603892	605050	ZMO1_ZMO0602;1	ZMO1_ZMO0602	1	.	-	motB1	flagellar motor protein MotB	AVZ41900.1
ZM4	605051	606167	ZMO1_ZMO0603;1	ZMO1_ZMO0603	1	.	-	motA1	flagellar motor protein MotA	AVZ41901.1
ZM4	606168	608460	ZMO1_ZMO0604,ZMO1_ZMO0605;1	ZMO1_ZMO0604	1	.	-	flgL	flagellin domain protein	AVZ41902.1
ZM4	606168	608460	ZMO1_ZMO0604,ZMO1_ZMO0605;1	ZMO1_ZMO0605	1	.	-	flgK	flagellar hook-associated protein FlgK	AVZ41903.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0606	1	.	-	ZMO1_ZMO0606	flagellar rod assembly protein/muramidase FlgJ	AVZ41904.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0607	1	.	-	flgI	flagellar P-ring protein	AVZ41905.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0608	1	.	-	flgH	flagellar L-ring protein	AVZ41906.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0609	1	.	-	flgG	flagellar basal-body rod protein FlgG	AVZ41907.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0610	1	.	-	flgF	flagellar basal-body rod protein FlgF	AVZ41908.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0611	1	.	-	flgE	flagellar hook protein FlgE	AVZ41909.1
ZM4	608417	614436	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612;1	ZMO1_ZMO0612	1	.	-	flgD	flagellar hook capping protein	AVZ41910.1
ZM4	608483	615269	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612,ZMO1_ZMO0613,ZMO1_ZMO0614;1	ZMO1_ZMO0606	1	.	-	ZMO1_ZMO0606	flagellar rod assembly protein/muramidase FlgJ	AVZ41904.1
ZM4	608483	615269	ZMO1_ZMO0606,ZMO1_ZMO0607,ZMO1_ZMO0608,ZMO1_ZMO0609,ZMO1_ZMO0610,ZMO1_ZMO0611,ZMO1_ZMO0612,ZMO1_ZMO0613,ZMO1_ZMO0614;1	ZMO1_ZMO0607	1	.	-	flgI	flagellar P-ring protein	AVZ41905.1
