chrm	start	end	target_id	Gene	isoform	value	strand	Synonym	Product	PID
ZM4	406966	407039	ZMO1_ZMOt006;1	ZMO1_ZMOt006	1	.	+	ZMO1_ZMOt006	tRNA-Gln	-
ZM4	407196	410071	ZMO1_ZMO0405;2	ZMO1_ZMO0405	2	.	+	clpA	ATP-dependent Clp protease ATP-binding subunit clpA	AVZ41718.1
ZM4	407420	410034	ZMO1_ZMO0405;1	ZMO1_ZMO0405	1	.	+	clpA	ATP-dependent Clp protease ATP-binding subunit clpA	AVZ41718.1
ZM4	410035	412023	ZMO1_ZMO0407;1	ZMO1_ZMO0407	1	.	+	ZMO1_ZMO0407	GcrA cell cycle regulator	AVZ41720.1
ZM4	410106	410945	ZMO1_ZMO0406;1	ZMO1_ZMO0406	1	.	-	ZMO1_ZMO0406	ABC-2 type transporter	AVZ41719.1
ZM4	410687	412023	ZMO1_ZMO0407;2	ZMO1_ZMO0407	2	.	+	ZMO1_ZMO0407	GcrA cell cycle regulator	AVZ41720.1
ZM4	412024	414186	ZMO1_ZMO0408,ZMO1_ZMO0409;1	ZMO1_ZMO0408	1	.	+	argD	acetylornithine and succinylornithine aminotransferase	AVZ41721.1
ZM4	412024	414186	ZMO1_ZMO0408,ZMO1_ZMO0409;1	ZMO1_ZMO0409	1	.	+	argF	ornithine carbamoyltransferase	AVZ41722.1
ZM4	414187	417295	ZMO1_ZMO0410,ZMO1_ZMO0411;1	ZMO1_ZMO0410	1	.	+	hslO	Hsp33-like chaperonin hslO	AVZ41723.1
ZM4	414187	417295	ZMO1_ZMO0410,ZMO1_ZMO0411;1	ZMO1_ZMO0411	1	.	+	gyrB1	DNA topoisomerase IV B subunit	AVZ41724.1
ZM4	414187	415312	ZMO1_ZMO0410;1	ZMO1_ZMO0410	1	.	+	hslO	Hsp33-like chaperonin hslO	AVZ41723.1
ZM4	415313	417295	ZMO1_ZMO0411;1	ZMO1_ZMO0411	1	.	+	gyrB1	DNA topoisomerase IV B subunit	AVZ41724.1
ZM4	417491	418191	ZMO1_ZMO0412;1	ZMO1_ZMO0412	1	.	-	ZMO1_ZMO0412	multiple antibiotic resistance (MarC)-related protein	AVZ41725.1
ZM4	418290	419816	ZMO1_ZMO0413,ZMO1_ZMO0414;1	ZMO1_ZMO0413	1	.	-	ZMO1_ZMO0413	YggT family protein	AVZ41726.1
ZM4	418290	419816	ZMO1_ZMO0413,ZMO1_ZMO0414;1	ZMO1_ZMO0414	1	.	-	ZMO1_ZMO0414	MJ0042 family finger-like protein	AVZ41727.1
ZM4	419877	423460	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;1	ZMO1_ZMO0416	1	.	+	ftsE	cell division ATP-binding protein FtsE	AVZ41728.1
ZM4	419877	423460	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;1	ZMO1_ZMO0417	1	.	+	ftsX	cell division protein FtsX	AVZ41729.1
ZM4	419877	423460	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;1	ZMO1_ZMO0418	1	.	+	ZMO1_ZMO0418	DUF218 domain-containing protein	AVZ41730.1
ZM4	419877	423460	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;1	ZMO1_ZMO0419	1	.	+	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase PlsC	AVZ41731.1
ZM4	419902	422919	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;2	ZMO1_ZMO0416	2	.	+	ftsE	cell division ATP-binding protein FtsE	AVZ41728.1
ZM4	419902	422919	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;2	ZMO1_ZMO0417	2	.	+	ftsX	cell division protein FtsX	AVZ41729.1
ZM4	419902	422919	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;2	ZMO1_ZMO0418	2	.	+	ZMO1_ZMO0418	DUF218 domain-containing protein	AVZ41730.1
ZM4	419902	422919	ZMO1_ZMO0416,ZMO1_ZMO0417,ZMO1_ZMO0418,ZMO1_ZMO0419;2	ZMO1_ZMO0419	2	.	+	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase PlsC	AVZ41731.1
ZM4	422961	425022	ZMO1_ZMO0420,ZMO1_ZMO0421;1	ZMO1_ZMO0420	1	.	-	tyrC	prephenate dehydratase	AVZ41732.1
ZM4	422961	425022	ZMO1_ZMO0420,ZMO1_ZMO0421;1	ZMO1_ZMO0421	1	.	-	hisC2	histidinol-phosphate aminotransferase HisC	AVZ41733.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0422	1	.	+	ZMO1_ZMO0422	BadM/Rrf2 family transcriptional regulator	AVZ41734.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0423	1	.	+	sufB	FeS assembly protein SufB	AVZ41735.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0425	1	.	+	sufC	FeS assembly ATPase SufC	AVZ41736.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0426	1	.	+	sufD	FeS assembly protein SufD	AVZ41737.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0427	1	.	+	sufS	SufS subfamily cysteine desulfurase	AVZ41738.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0428	1	.	+	ZMO1_ZMO0428	FeS assembly SUF system protein	AVZ41739.1
ZM4	425433	431409	ZMO1_ZMO0422,ZMO1_ZMO0423,ZMO1_ZMO0425,ZMO1_ZMO0426,ZMO1_ZMO0427,ZMO1_ZMO0428,ZMO1_ZMO0429;1	ZMO1_ZMO0429	1	.	+	ZMO1_ZMO0429	iron-sulfur cluster assembly accessory protein	AVZ41740.1
ZM4	431410	433000	ZMO1_ZMO0430,ZMO1_ZMO0431;1	ZMO1_ZMO0430	1	.	+	ZMO1_ZMO0430	pyrimidine 5'-nucleotidase	AVZ41741.1
ZM4	431410	433000	ZMO1_ZMO0430,ZMO1_ZMO0431;1	ZMO1_ZMO0431	1	.	+	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	AVZ41742.1
ZM4	433035	433915	ZMO1_ZMO0432;1	ZMO1_ZMO0432	1	.	-	rocF	ureohydrolase-like protein	AVZ41743.1
ZM4	434256	435048	ZMO1_ZMO0433;1	ZMO1_ZMO0433	1	.	-	gmk	guanylate kinase	AVZ41744.1
ZM4	434260	434910	ZMO1_ZMO0433;2	ZMO1_ZMO0433	2	.	-	gmk	guanylate kinase	AVZ41744.1
ZM4	435024	435556	ZMO1_ZMO0435;1	ZMO1_ZMO0435	1	.	-	ZMO1_ZMO0435	uncharacterized protein	AVZ41745.1
ZM4	435558	436070	ZMO1_ZMO0436;1	ZMO1_ZMO0436	1	.	-	ZMO1_ZMO0436	MAPEG (Membrane Associated Proteins in Eicosanoid and Glutathione metabolism) family protein	AVZ41746.1
ZM4	436162	436435	ZMO1_ZMO0437;1	ZMO1_ZMO0437	1	.	+	ZMO1_ZMO0437	hypothetical protein	AVZ41747.1
ZM4	436563	437792	ZMO1_ZMO0439;2	ZMO1_ZMO0439	2	.	+	rluC	RluC/D family pseudouridine synthase	AVZ41748.1
ZM4	436668	437901	ZMO1_ZMO0439;1	ZMO1_ZMO0439	1	.	+	rluC	RluC/D family pseudouridine synthase	AVZ41748.1
ZM4	437855	439636	ZMO1_ZMO0440,ZMO1_ZMO0441,ZMO1_ZMO0442;1	ZMO1_ZMO0440	1	.	+	ZMO1_ZMO0440	hypothetical protein	AVZ41749.1
ZM4	437855	439636	ZMO1_ZMO0440,ZMO1_ZMO0441,ZMO1_ZMO0442;1	ZMO1_ZMO0441	1	.	+	ZMO1_ZMO0441	ATP12 ATPase	AVZ41750.1
ZM4	437855	439636	ZMO1_ZMO0440,ZMO1_ZMO0441,ZMO1_ZMO0442;1	ZMO1_ZMO0442	1	.	+	ZMO1_ZMO0442	HAD (haloacid dehalogenase) family phosphatase	AVZ41751.1
ZM4	439650	440779	ZMO1_ZMO0443;1	ZMO1_ZMO0443	1	.	-	nrdF	ribonucleotide-diphosphate reductase subunit beta	AVZ41752.1
ZM4	440960	445461	ZMO1_ZMO0444,ZMO1_ZMO0445,ZMO1_ZMO0446,ZMO1_ZMO0447;1	ZMO1_ZMO0444	1	.	+	ZMO1_ZMO0444	lipolytic protein G-D-S-L family	AVZ41753.1
ZM4	440960	445461	ZMO1_ZMO0444,ZMO1_ZMO0445,ZMO1_ZMO0446,ZMO1_ZMO0447;1	ZMO1_ZMO0445	1	.	+	ZMO1_ZMO0445	GDSL lipase/esterase	AVZ41754.1
ZM4	440960	445461	ZMO1_ZMO0444,ZMO1_ZMO0445,ZMO1_ZMO0446,ZMO1_ZMO0447;1	ZMO1_ZMO0446	1	.	+	ZMO1_ZMO0446	membrane bound O-acyl transferase MBOAT family protein	AVZ41755.1
ZM4	440960	445461	ZMO1_ZMO0444,ZMO1_ZMO0445,ZMO1_ZMO0446,ZMO1_ZMO0447;1	ZMO1_ZMO0447	1	.	+	ZMO1_ZMO0447	hypothetical protein	AVZ41756.1
ZM4	445329	446357	ZMO1_ZMO0448;1	ZMO1_ZMO0448	1	.	-	ZMO1_ZMO0448	cell wall hydrolase SleB	AVZ41757.1
ZM4	446548	446624	ZMO1_ZMOt007;1	ZMO1_ZMOt007	1	.	+	ZMO1_ZMOt007	tRNA-Asp	-
ZM4	446625	449257	ZMO1_ZMO0449,ZMO1_ZMO0452;1	ZMO1_ZMO0449	1	.	+	ZMO1_ZMO0449	uncharacterized protein	AVZ41758.1
ZM4	446625	449257	ZMO1_ZMO0449,ZMO1_ZMO0452;1	ZMO1_ZMO0452	1	.	+	ZMO1_ZMO0452	pyrrolo-quinoline quinone	AVZ41759.1
ZM4	446770	450624	ZMO1_ZMO0449,ZMO1_ZMO0452,ZMO1_ZMO0453;1	ZMO1_ZMO0449	1	.	+	ZMO1_ZMO0449	uncharacterized protein	AVZ41758.1
ZM4	446770	450624	ZMO1_ZMO0449,ZMO1_ZMO0452,ZMO1_ZMO0453;1	ZMO1_ZMO0452	1	.	+	ZMO1_ZMO0452	pyrrolo-quinoline quinone	AVZ41759.1
ZM4	446770	450624	ZMO1_ZMO0449,ZMO1_ZMO0452,ZMO1_ZMO0453;1	ZMO1_ZMO0453	1	.	+	engA	ribosome-associated GTPase EngA	AVZ41760.1
ZM4	449258	450622	ZMO1_ZMO0453;1	ZMO1_ZMO0453	1	.	+	engA	ribosome-associated GTPase EngA	AVZ41760.1
ZM4	450664	452433	ZMO1_ZMO0454;1	ZMO1_ZMO0454	1	.	-	fhs	formate--tetrahydrofolate ligase	AVZ41761.1
ZM4	452639	453106	ZMO1_ZMO0456;1	ZMO1_ZMO0456	1	.	+	ZMO1_ZMO0456	ferredoxin	AVZ41762.1
ZM4	452789	453106	ZMO1_ZMO0456;2	ZMO1_ZMO0456	2	.	+	ZMO1_ZMO0456	ferredoxin	AVZ41762.1
ZM4	453215	457010	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;1	ZMO1_ZMO0458	1	.	-	lolD	lipoprotein-releasing system ATP-binding protein LolD	AVZ41764.1
ZM4	453215	457010	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;1	ZMO1_ZMO0459	1	.	-	lolC	lipoprotein releasing system transmembrane protein LolC/E family	AVZ41765.1
ZM4	453215	457010	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;1	ZMO1_ZMO0460	1	.	-	proS	proline--tRNA ligase	AVZ41766.1
ZM4	453216	453726	ZMO1_ZMO0457;2	ZMO1_ZMO0457	2	.	+	grp	glutamate uptake regulatory protein	AVZ41763.1
ZM4	453225	453961	ZMO1_ZMO0457;1	ZMO1_ZMO0457	1	.	+	grp	glutamate uptake regulatory protein	AVZ41763.1
ZM4	453723	457007	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;2	ZMO1_ZMO0458	2	.	-	lolD	lipoprotein-releasing system ATP-binding protein LolD	AVZ41764.1
ZM4	453723	457007	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;2	ZMO1_ZMO0459	2	.	-	lolC	lipoprotein releasing system transmembrane protein LolC/E family	AVZ41765.1
ZM4	453723	457007	ZMO1_ZMO0458,ZMO1_ZMO0459,ZMO1_ZMO0460;2	ZMO1_ZMO0460	2	.	-	proS	proline--tRNA ligase	AVZ41766.1
ZM4	457468	459254	ZMO1_ZMO0462;1	ZMO1_ZMO0462	1	.	-	pyrG	CTP synthase	AVZ41767.1
ZM4	459242	459862	ZMO1_ZMO0464;2	ZMO1_ZMO0464	2	.	-	secG	preprotein translocase SecG subunit	AVZ41768.1
ZM4	459255	459753	ZMO1_ZMO0464;1	ZMO1_ZMO0464	1	.	-	secG	preprotein translocase SecG subunit	AVZ41768.1
ZM4	459754	460744	ZMO1_ZMO0465;1	ZMO1_ZMO0465	1	.	-	tpiA	triosephosphate isomerase TpiA	AVZ41769.1
ZM4	459863	460727	ZMO1_ZMO0465;2	ZMO1_ZMO0465	2	.	-	tpiA	triosephosphate isomerase TpiA	AVZ41769.1
ZM4	460765	464403	ZMO1_ZMO0467,ZMO1_ZMO0468;1	ZMO1_ZMO0467	1	.	+	ZMO1_ZMO0467	PpiC-type peptidyl-prolyl cis-trans isomerase	AVZ41770.1
ZM4	460765	464403	ZMO1_ZMO0467,ZMO1_ZMO0468;1	ZMO1_ZMO0468	1	.	+	trpE	anthranilate synthase component I	AVZ41771.1
ZM4	464242	465005	ZMO1_ZMO0469;1	ZMO1_ZMO0469	1	.	-	ZMO1_ZMO0469	hypothetical protein	AVZ41772.1
ZM4	464781	467741	ZMO1_ZMO0471;1	ZMO1_ZMO0471	1	.	+	ZMO1_ZMO0471	LysR family transcriptional regulator	AVZ41773.1
ZM4	465067	466086	ZMO1_ZMO0471;2	ZMO1_ZMO0471	2	.	+	ZMO1_ZMO0471	LysR family transcriptional regulator	AVZ41773.1
ZM4	466112	466861	ZMO1_ZMO0472;1	ZMO1_ZMO0472	1	.	-	ZMO1_ZMO0472	rpsU-divergently transcribed protein	AVZ41774.1
ZM4	466994	470633	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475,ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0473	1	.	-	ribH	6,7-dimethyl-8-ribityllumazine synthase	AVZ41775.1
ZM4	466994	470633	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475,ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0474	1	.	-	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	AVZ41776.1
ZM4	466994	470633	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475,ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0475	1	.	-	ribC	riboflavin synthase alpha subunit	AVZ41777.1
ZM4	466994	470633	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475,ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0476	1	.	-	ribD	riboflavin biosynthesis protein RibD	AVZ41778.1
ZM4	466994	470633	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475,ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0477	1	.	-	ZMO1_ZMO0477	uncharacterized protein	AVZ41779.1
ZM4	466994	469265	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475;1	ZMO1_ZMO0473	1	.	-	ribH	6,7-dimethyl-8-ribityllumazine synthase	AVZ41775.1
ZM4	466994	469265	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475;1	ZMO1_ZMO0474	1	.	-	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	AVZ41776.1
ZM4	466994	469265	ZMO1_ZMO0473,ZMO1_ZMO0474,ZMO1_ZMO0475;1	ZMO1_ZMO0475	1	.	-	ribC	riboflavin synthase alpha subunit	AVZ41777.1
ZM4	469281	470633	ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0476	1	.	-	ribD	riboflavin biosynthesis protein RibD	AVZ41778.1
ZM4	469281	470633	ZMO1_ZMO0476,ZMO1_ZMO0477;1	ZMO1_ZMO0477	1	.	-	ZMO1_ZMO0477	uncharacterized protein	AVZ41779.1
ZM4	470785	475174	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;2	ZMO1_ZMO0478	2	.	+	ZMO1_ZMO0478	winged helix family two component transcriptional regulator	AVZ41780.1
ZM4	470785	475174	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;2	ZMO1_ZMO0479	2	.	+	ZMO1_ZMO0479	peptidoglycan-binding LysM	AVZ41781.1
ZM4	470785	475174	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;2	ZMO1_ZMO0480	2	.	+	ZMO1_ZMO0480	histidine kinase	AVZ41782.1
ZM4	470788	476576	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;1	ZMO1_ZMO0478	1	.	+	ZMO1_ZMO0478	winged helix family two component transcriptional regulator	AVZ41780.1
ZM4	470788	476576	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;1	ZMO1_ZMO0479	1	.	+	ZMO1_ZMO0479	peptidoglycan-binding LysM	AVZ41781.1
ZM4	470788	476576	ZMO1_ZMO0478,ZMO1_ZMO0479,ZMO1_ZMO0480;1	ZMO1_ZMO0480	1	.	+	ZMO1_ZMO0480	histidine kinase	AVZ41782.1
ZM4	475024	476826	ZMO1_ZMO0481,ZMO1_ZMO0482;1	ZMO1_ZMO0481	1	.	-	ZMO1_ZMO0481	uncharacterized protein	AVZ41783.1
ZM4	475024	476826	ZMO1_ZMO0481,ZMO1_ZMO0482;1	ZMO1_ZMO0482	1	.	-	glpX	fructose-1,6-bisphosphatase class II	AVZ41784.1
ZM4	475137	476765	ZMO1_ZMO0481,ZMO1_ZMO0482;2	ZMO1_ZMO0481	2	.	-	ZMO1_ZMO0481	uncharacterized protein	AVZ41783.1
ZM4	475137	476765	ZMO1_ZMO0481,ZMO1_ZMO0482;2	ZMO1_ZMO0482	2	.	-	glpX	fructose-1,6-bisphosphatase class II	AVZ41784.1
ZM4	476766	478153	ZMO1_ZMO0483;1	ZMO1_ZMO0483	1	.	-	hom	homoserine dehydrogenase	AVZ41785.1
ZM4	478279	479010	ZMO1_ZMO0484;1	ZMO1_ZMO0484	1	.	+	ZMO1_ZMO0484	MgtC/SapB transporter	AVZ41786.1
ZM4	479165	482199	ZMO1_ZMO0485,ZMO1_ZMO0486,ZMO1_ZMO0487;1	ZMO1_ZMO0485	1	.	+	ZMO1_ZMO0485	acyl-CoA dehydrogenase domain protein	AVZ41787.1
ZM4	479165	482199	ZMO1_ZMO0485,ZMO1_ZMO0486,ZMO1_ZMO0487;1	ZMO1_ZMO0486	1	.	+	ZMO1_ZMO0486	uncharacterized protein	AVZ41788.1
ZM4	479165	482199	ZMO1_ZMO0485,ZMO1_ZMO0486,ZMO1_ZMO0487;1	ZMO1_ZMO0487	1	.	+	ZMO1_ZMO0487	HpcH/HpaI aldolase	AVZ41789.1
ZM4	482301	483342	ZMO1_ZMO0488;1	ZMO1_ZMO0488	1	.	-	ZMO1_ZMO0488	uncharacterized protein	AVZ41790.1
ZM4	483448	483540	ZMO1_ZMOt008;1	ZMO1_ZMOt008	1	.	-	ZMO1_ZMOt008	tRNA-Ser	-
ZM4	483637	483968	ZMO1_ZMO0489;1	ZMO1_ZMO0489	1	.	+	ZMO1_ZMO0489	hypothetical protein	AVZ41791.1
ZM4	483637	483867	ZMO1_ZMO0489;2	ZMO1_ZMO0489	2	.	+	ZMO1_ZMO0489	hypothetical protein	AVZ41791.1
ZM4	483856	486019	ZMO1_ZMO0490;1	ZMO1_ZMO0490	1	.	-	ptrB	oligopeptidase B PtrB	AVZ41792.1
ZM4	486013	487889	ZMO1_ZMO0491;1	ZMO1_ZMO0491	1	.	+	pepP	Xaa-Pro aminopeptidase PepP	AVZ41793.1
ZM4	486038	487997	ZMO1_ZMO0491;2	ZMO1_ZMO0491	2	.	+	pepP	Xaa-Pro aminopeptidase PepP	AVZ41793.1
ZM4	487942	489842	ZMO1_ZMO0492,ZMO1_ZMO0493;1	ZMO1_ZMO0492	1	.	+	glnB	nitrogen regulatory protein PII	AVZ41794.1
ZM4	487942	489842	ZMO1_ZMO0492,ZMO1_ZMO0493;1	ZMO1_ZMO0493	1	.	+	glnA	type I glutamine synthetase	AVZ41795.1
ZM4	487998	488336	ZMO1_ZMO0492;1	ZMO1_ZMO0492	1	.	+	glnB	nitrogen regulatory protein PII	AVZ41794.1
ZM4	488337	489866	ZMO1_ZMO0493;1	ZMO1_ZMO0493	1	.	+	glnA	type I glutamine synthetase	AVZ41795.1
ZM4	489950	491381	ZMO1_ZMO0494;1	ZMO1_ZMO0494	1	.	+	ZMO1_ZMO0494	Bcr/CflA subfamily drug resistance transporter	AVZ41796.1
ZM4	490852	498413	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;1	ZMO1_ZMO0495	1	.	-	ZMO1_ZMO0495	TamB/DUF490 domain-containing protein	AVZ41797.1
ZM4	490852	498413	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;1	ZMO1_ZMO0496	1	.	-	ZMO1_ZMO0496	outer membrane protein assembly factor	AVZ41798.1
ZM4	490852	498413	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;1	ZMO1_ZMO0497	1	.	-	ZMO1_ZMO0497	phosphoglycolate phosphatase	AVZ41799.1
ZM4	491282	498402	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;2	ZMO1_ZMO0495	2	.	-	ZMO1_ZMO0495	TamB/DUF490 domain-containing protein	AVZ41797.1
ZM4	491282	498402	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;2	ZMO1_ZMO0496	2	.	-	ZMO1_ZMO0496	outer membrane protein assembly factor	AVZ41798.1
ZM4	491282	498402	ZMO1_ZMO0495,ZMO1_ZMO0496,ZMO1_ZMO0497;2	ZMO1_ZMO0497	2	.	-	ZMO1_ZMO0497	phosphoglycolate phosphatase	AVZ41799.1
ZM4	498454	499889	ZMO1_ZMO0498;1	ZMO1_ZMO0498	1	.	+	glmU	bifunctional N-acetylglucosamine-1- phosphateuridyltransferase/glucosamine-1-phosphate acetyltransferase	AVZ41800.1
ZM4	500064	504403	ZMO1_ZMO0499,ZMO1_ZMO0500;1	ZMO1_ZMO0499	1	.	-	pbpF	1A family penicillin-binding protein	AVZ41801.1
ZM4	500064	504403	ZMO1_ZMO0499,ZMO1_ZMO0500;1	ZMO1_ZMO0500	1	.	-	ZMO1_ZMO0500	uncharacterized protein	AVZ41802.1
ZM4	500064	504180	ZMO1_ZMO0499,ZMO1_ZMO0500;2	ZMO1_ZMO0499	2	.	-	pbpF	1A family penicillin-binding protein	AVZ41801.1
ZM4	500064	504180	ZMO1_ZMO0499,ZMO1_ZMO0500;2	ZMO1_ZMO0500	2	.	-	ZMO1_ZMO0500	uncharacterized protein	AVZ41802.1
ZM4	504345	504854	ZMO1_ZMO0501;1	ZMO1_ZMO0501	1	.	+	ZMO1_ZMO0501	polysaccharide synthesis protein GtrA	AVZ41803.1
ZM4	504464	506491	ZMO1_ZMO0502;1	ZMO1_ZMO0502	1	.	-	ZMO1_ZMO0502	uncharacterized protein	AVZ41804.1
ZM4	504865	506491	ZMO1_ZMO0502;2	ZMO1_ZMO0502	2	.	-	ZMO1_ZMO0502	uncharacterized protein	AVZ41804.1
ZM4	506492	509294	ZMO1_ZMO0506;1	ZMO1_ZMO0506	1	.	-	prfB	peptide chain release factor 2	AVZ41807.1
ZM4	506680	507859	ZMO1_ZMO0503;1	ZMO1_ZMO0503	1	.	+	ZMO1_ZMO0503	glycosyl transferase family 2	AVZ41805.1
ZM4	507961	508625	ZMO1_ZMO0505;1	ZMO1_ZMO0505	1	.	+	rluC	pseudouridine synthase	AVZ41806.1
ZM4	508875	509294	ZMO1_ZMO0506;2	ZMO1_ZMO0506	2	.	-	prfB	peptide chain release factor 2	AVZ41807.1
ZM4	509373	510429	ZMO1_ZMO0507,ZMO1_ZMO0508;1	ZMO1_ZMO0507	1	.	+	ZMO1_ZMO0507	GAF domain-containing protein	AVZ41808.1
ZM4	509373	510429	ZMO1_ZMO0507,ZMO1_ZMO0508;1	ZMO1_ZMO0508	1	.	+	ZMO1_ZMO0508	GCN5-related N-acetyltransferase	AVZ41809.1
ZM4	509408	511332	ZMO1_ZMO0507,ZMO1_ZMO0508,ZMO1_ZMO0509;1	ZMO1_ZMO0507	1	.	+	ZMO1_ZMO0507	GAF domain-containing protein	AVZ41808.1
ZM4	509408	511332	ZMO1_ZMO0507,ZMO1_ZMO0508,ZMO1_ZMO0509;1	ZMO1_ZMO0508	1	.	+	ZMO1_ZMO0508	GCN5-related N-acetyltransferase	AVZ41809.1
ZM4	509408	511332	ZMO1_ZMO0507,ZMO1_ZMO0508,ZMO1_ZMO0509;1	ZMO1_ZMO0509	1	.	+	ZMO1_ZMO0509	uncharacterized protein	AVZ41810.1
ZM4	510430	511166	ZMO1_ZMO0509;1	ZMO1_ZMO0509	1	.	+	ZMO1_ZMO0509	uncharacterized protein	AVZ41810.1
ZM4	511326	515365	ZMO1_ZMO0510,ZMO1_ZMO0511,ZMO1_ZMO0512,ZMO1_ZMO0513;1	ZMO1_ZMO0510	1	.	+	pdhC	dihydrolipoyllysine-residue acetyltransferase	AVZ41811.1
ZM4	511326	515365	ZMO1_ZMO0510,ZMO1_ZMO0511,ZMO1_ZMO0512,ZMO1_ZMO0513;1	ZMO1_ZMO0511	1	.	+	ZMO1_ZMO0511	thioesterase superfamily protein	AVZ41812.1
ZM4	511326	515365	ZMO1_ZMO0510,ZMO1_ZMO0511,ZMO1_ZMO0512,ZMO1_ZMO0513;1	ZMO1_ZMO0512	1	.	+	lpd	dihydrolipoamide dehydrogenase	AVZ41813.1
ZM4	511326	515365	ZMO1_ZMO0510,ZMO1_ZMO0511,ZMO1_ZMO0512,ZMO1_ZMO0513;1	ZMO1_ZMO0513	1	.	+	ZMO1_ZMO0513	putative type 2 phosphatidic acid phosphatase	AVZ41814.1
